Description,Price,Rating,Review,Size,Discount,Price Before Discount
ASUS TUF(The Ultimate Force) Core i5 8th Gen - (8 GB/1 ...,"₹74,990",No rating available,No review available,"15.6 inch, Gun Metal, 2.3 kg",12% off,"₹85,990"
acer Predator Helios 300 Core i5 7th Gen - (8 GB/1 TB H...,"₹1,29,999",4.5,"(3,226)","15.6 inch, Black, 2.7 kg",No discount available,No previous price available
ASUS ROG Strix G15 Core i5 10th Gen - (8 GB/1 TB SSD/Wi...,"₹74,990",4.5,(812),"15.6 inch, Black Plastic, 2.3 kg",30% off,"₹1,07,990"
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows...,"₹59,990",4.5,(112),"14 Inch, Natural Silver, 1.41 Kg, With MS Office",14% off,"₹69,999"
HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Window...,"₹69,990",4.4,(221),"13.3 inch, Natural Silver, 1.24 kg, With MS Office",6% off,"₹74,599"
Lenovo ThinkPad Core i5 10th Gen - (8 GB/512 GB HDD/512...,"₹1,25,124",No rating available,No review available,"14 Inch, Black, 1.55 KG",14% off,"₹1,46,680"
acer NITRO 5 Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/2...,"₹69,990",4.4,(335),"15.6 inch, Black, 2.4 kg",26% off,"₹94,999"
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB...,"₹1,41,990",4.2,(22),"15.6 inches, Moonlight White, 1.90 kg, With MS Office",25% off,"₹1,89,990"
MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Wind...,"₹1,34,990",4.2,(11),"15.6 inch, Carbon Gray, 1.7 KG",17% off,"₹1,62,990"
ASUS Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home)...,"₹42,990",No rating available,No review available,"14 inch, Slate Grey, 1.60 kg",No discount available,No previous price available
ASUS TUF Dash F15 Core i5 11th Gen - (8 GB/1 TB SSD/Win...,"₹76,990",No rating available,No review available,"15.6 inch, Moonlight White, 2. Kg",28% off,"₹1,07,990"
Lenovo Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB...,"₹99,990",No rating available,No review available,"15.6 inch, Phantom Blue, Shadow Black, 2.4 kg, With MS Office",27% off,"₹1,38,490"
ASUS ExpertBook P2 Core i7 10th Gen - (8 GB/1 TB HDD/Wi...,"₹93,990",No rating available,No review available,"14 inch, Star Black, 1.60 kg",No discount available,No previous price available
HP Spectre x360 14 Core i7 11th Gen - (16 GB/1 TB SSD/W...,"₹1,54,999",No rating available,No review available,"13.5 inch, Nightfall Black, 1.34 Kg",13% off,"₹1,78,464"
MICROSOFT Surface Go Pentium Gold - (4 GB/64 GB EMMC St...,"₹38,513",4.3,"(1,670)","10 inch, Platinum, 0.522 kg",No discount available,"₹38,599"
Lenovo Thinkbook Core i5 11th Gen - (8 GB/512 GB SSD/Wi...,"₹67,990",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",40% off,"₹1,15,167"
acer Spin 7 Core i7 7th Gen - (8 GB/256 GB SSD/Windows ...,"₹1,19,990",4,(1),"14 inch, Black",3% off,"₹1,24,900"
Lenovo Core i3 11th Gen - (4 GB/512 GB SSD/Windows 10 H...,"₹42,990",5,(3),"15 inch, Black, 1.7 kg, With MS Office",21% off,"₹54,536"
ASUS TUF Dash F15 Core i5 11th Gen - (16 GB/1 TB SSD/Wi...,"₹91,990",No rating available,No review available,"15.6 inch, Moon Light White, 2. Kg, With MS Office",31% off,"₹1,34,990"
Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/W...,"₹1,40,131",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",No discount available,No previous price available
ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10) K5...,"₹44,990",No rating available,No review available,"15.6 inch, 2k- Indie Black_Amet, With MS Office",15% off,"₹52,990"
ASUS VivoBook Ultra S14 Core i7 11th Gen - (8 GB + 32 G...,"₹77,990",4,(4),"14 inch, Indie Black, 1.40 kg, With MS Office",21% off,"₹98,990"
Lenovo ThinkPad E15 Core i7 11th Gen - (16 GB/512 GB SS...,"₹99,990",3.7,(10),"15.6 Inch, Black, 1.7 kg, With MS Office",No discount available,"₹1,00,258"
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Wi...,"₹64,990",4.5,(55),"15.6 inch, Black, 2.35 Kg",22% off,"₹83,990"
Lenovo Thinkbook Core i5 11th Gen - (8 GB/1 TB HDD/128 ...,"₹68,990",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",39% off,"₹1,14,300"
ASUS ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/...,"₹1,09,990",No rating available,No review available,"14 inch, Star Black, 0.995 kg",22% off,"₹1,41,990"
Lenovo Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Win...,"₹83,999",No rating available,No review available,"15.6 inch, Phantom Black",11% off,"₹94,999"
acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SS...,"₹54,990",4.5,"(1,883)","15.6 inch, Black, 2.15 kg",38% off,"₹89,000"
ASUS ExpertBook P1 Core i5 10th Gen - (4 GB/1 TB HDD/Wi...,"₹61,249",No rating available,No review available,"14 inch, Black, 1.68 kg",11% off,"₹68,990"
DELL Inspiron Ryzen 3 Dual Core - (4 GB/1 TB HDD/256 GB...,"₹41,733",4.3,(28),"15.6 inch, Accent Black, 1.83 Kg, With MS Office",No discount available,No previous price available
ASUS Vivobook Ultra K14 Core i5 11th Gen - (16 GB/512 G...,"₹68,300",No rating available,No review available,"14 inch, Indie Black, 1.4 kg, With MS Office",11% off,"₹76,990"
ASUS ROG Strix G15 (2021) Advantage Edition Ryzen 9 Oct...,"₹1,54,990",4.6,(113),"15.6 inch, Original Black, 2.50 kg, With MS Office",25% off,"₹2,07,990"
acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Wind...,"₹99,500",No rating available,No review available,"15.6 inch, White, 1.5 kg",17% off,"₹1,19,999"
ASUS ROG Core i7 7th Gen - (8 GB/1 TB HDD/256 GB SSD/Wi...,"₹1,46,490",3,(2),"15.6 inch, Black Aluminum, 2.24 kg",No discount available,No previous price available
ASUS Vivobook S14 Ryzen 5 Hexa Core Ryzen-5 5500U - (8 ...,"₹67,850",No rating available,No review available,"14.1 inch, Dreamy White, 1.4 kg, With MS Office",17% off,"₹81,990"
Lenovo Thinkbook Core i3 11th Gen - (8 GB/512 GB SSD/Wi...,"₹47,990",4.6,(7),"15 inch, Mineral Grey, 1.7 kg",34% off,"₹72,850"
DELL G15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10...,"₹57,990",4.1,(16),"15.6 inches, Dark Shadow Grey, 2.4 kg",25% off,"₹77,597"
Lenovo Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 H...,"₹37,299",No rating available,No review available,"15.6 inch, Platinum Grey, With MS Office",26% off,"₹50,990"
Lenovo Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home...,"₹57,999",No rating available,No review available,"14 inch, Gold, With MS Office",30% off,"₹82,999"
Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/...,"₹1,07,990",No rating available,No review available,"14 inch, Mineral Grey, 1.5 kg, With MS Office",1% off,"₹1,09,696"
HP Pavilion 13 Core i5 8th Gen - (8 GB/256 GB SSD/Windo...,"₹73,990",No rating available,No review available,"13.3 inch, Mineral Silver, 1.3 kg",6% off,"₹79,251"
ASUS Vivobook S14 Ryzen 5 Hexa Core Ryzen-5 5500U - (8 ...,"₹68,590",No rating available,No review available,"14.1 inch, Resolute Red, 1.4 kg, With MS Office",16% off,"₹81,990"
DELL Vostro Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/...,"₹60,390",4.5,(50),"14 inch, Titan Grey, 1.5 Kg, With MS Office",1% off,"₹61,060"
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows...,"₹59,990",4.5,(112),"14 Inch, Natural Silver, 1.41 Kg, With MS Office",14% off,"₹69,999"
MSI GF65 Thin Core i7 10th Gen - (16 GB/512 GB SSD/Wind...,"₹92,990",4.6,(249),"15.6 inch, Black, 3.46 Kg",9% off,"₹1,02,990"
ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/1 TB HDD/Wi...,"₹83,990",No rating available,No review available,"14 inch, Star Black, 1.60 kg",No discount available,No previous price available
ASUS ASUS TUF Dash Core i5 11th Gen - (16 GB/512 GB SSD...,"₹77,990",No rating available,No review available,"15.6 inch, Moonlight White, 2.00 kg",32% off,"₹1,14,990"
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB...,"₹1,41,990",4.2,(22),"15.6 inches, Moonlight White, 1.90 kg, With MS Office",25% off,"₹1,89,990"
ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 T...,"₹1,39,990",4.7,(11),"13.4 inch, Off Black, 1.30 kg, With MS Office",23% off,"₹1,81,990"
HP 15 Core i7 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windo...,"₹1,16,941",No rating available,No review available,"15.6 inch, Shadow Black, 2.38 kg",No discount available,No previous price available
Lenovo Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB...,"₹99,990",No rating available,No review available,"15.6 inch, Phantom Blue, Shadow Black, 2.4 kg, With MS Office",27% off,"₹1,38,490"
Lenovo Thinkbook Core i5 11th Gen - (8 GB/512 GB SSD/Wi...,"₹67,990",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",40% off,"₹1,15,167"
ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/W...,"₹1,67,990",No rating available,No review available,"14 inch, Star Black, 0.995 kg",17% off,"₹2,02,990"
acer Nitro Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/256...,"₹76,990",4.4,(106),"15.6 Inch, Black, 2.4 KG",23% off,"₹99,999"
DELL Vostro 3405 Ryzen 5 Quad Core 3450U - (8 GB/256 GB...,"₹45,290",4.2,(680),"14 inch, Dune, 1.59 kg, With MS Office",25% off,"₹60,777"
Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/W...,"₹1,40,131",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",No discount available,No previous price available
DELL GAMING G5 SERIES Core i5 10th Gen - (8 GB/512 GB S...,"₹92,100",4.3,(4),"15.6 inch, Black, 2.3 kg, With MS Office",1% off,"₹93,939"
ASUS F15 (2021) Core i5 11th Gen - (8 GB/1 TB SSD/Windo...,"₹90,790",No rating available,No review available,"15.6 Inch, Graphite Black, 2.3 KG",21% off,"₹1,15,989"
DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows...,"₹57,990",3.8,(6),"14 inches, Dune, 1.58 kg, With MS Office",15% off,"₹68,859"
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Wi...,"₹64,990",4.5,(55),"15.6 inch, Black, 2.35 Kg",22% off,"₹83,990"
ASUS ROG Strix G15 (2021) Ryzen 5 Hexa Core 5600H - (8 ...,"₹87,990",4.5,(87),"15.6 Inch, Eclipse Gray, 2.1 KG",23% off,"₹1,14,990"
ASUS ZenBook Flip S OLED Core i7 11th Gen Intel EVO - (...,"₹1,49,990",4,(10),"13.3 inch, Jade Black, 1.20 kg, With MS Office",18% off,"₹1,82,990"
Lenovo ThinkPad Core i5 10th Gen - (16 GB/512 GB HDD/51...,"₹1,55,411",No rating available,No review available,"14 Inch, Black, 1.55 KG",No discount available,No previous price available
acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SS...,"₹54,990",4.5,"(1,883)","15.6 inch, Black, 2.15 kg",38% off,"₹89,000"
Lenovo Thinkbook 15 Core i5 11th Gen - (16 GB/1 TB HDD/...,"₹81,990",No rating available,No review available,"15.6 inch, Mineral Grey, With MS Office",32% off,"₹1,20,960"
Lenovo Ideapad 330 Core i5 8th Gen - (8 GB/1 TB HDD/Win...,"₹46,990",4.2,"(4,426)","15.6 inch, Onyx Black, 2.2 kg",24% off,"₹62,290"
DELL G15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 1...,"₹69,690",4.6,(23),"15.6 inches, Dark Shadow Grey, 2.4 kg",15% off,"₹82,553"
ASUS ROG Strix G15 (2021) Advantage Edition Ryzen 9 Oct...,"₹1,54,990",4.6,(113),"15.6 inch, Original Black, 2.50 kg, With MS Office",25% off,"₹2,07,990"
acer Swift 3 Athlon Dual Core 300U - (4 GB/1 TB HDD/Win...,"₹39,999",4.1,(54),"14 inch, Sparkly Silver, 1.5 kg",No discount available,No previous price available
ALIENWARE Core i7 9th Gen - (16 GB/1 TB SSD/Windows 10 ...,"₹2,04,990",No rating available,No review available,"15.6 inch, Lunar Light, 2.16 kg, With MS Office",25% off,"₹2,76,120"
ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB ...,"₹64,990",4.3,(192),"14 inch, Bespoke Black, 1.40 kg, With MS Office",19% off,"₹80,990"
HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/...,"₹58,990",4.5,(16),"14 inch, Natural Silver, 1.41 Kg, With MS Office",13% off,"₹67,931"
HP HP Envy Core i5 11th Gen - (16 GB/1 TB SSD/Windows 1...,"₹1,13,190",No rating available,No review available,"14 inch, Natural Silver, 1.59 Kg, With MS Office",18% off,"₹1,38,366"
HP HP Spectre Core i5 11th Gen - (16 GB/512 GB SSD/Wind...,"₹1,19,999",No rating available,No review available,"13.5 inch, Poseidon Blue, 1.34 Kg, With MS Office",13% off,"₹1,38,166"
DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SS...,"₹41,990",4.1,(61),"14 inch, Accent Black, 1.58 kg, With MS Office",21% off,"₹53,391"
Lenovo Thinkbook Core i3 11th Gen - (8 GB/512 GB SSD/Wi...,"₹47,990",4.6,(7),"15 inch, Mineral Grey, 1.7 kg",34% off,"₹72,850"
DELL G5 15 SE Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SS...,"₹75,990",4.4,(353),"15.6 inch, Silver, 2.5 kg",6% off,"₹80,996"
Lenovo ThinkPad Core i5 10th Gen - (16 GB/512 GB SSD/Wi...,"₹1,47,000",No rating available,No review available,"13.3 Inch, Black, 1.29 KG",No discount available,No previous price available
MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Wi...,"₹69,990",4.1,(64),"14 inch, Grey, 1.29 kg",43% off,"₹1,23,990"
Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/...,"₹1,07,990",No rating available,No review available,"14 inch, Mineral Grey, 1.5 kg, With MS Office",1% off,"₹1,09,696"
Lenovo ThinkPad Core i7 10th Gen - (16 GB/512 GB SSD/Wi...,"₹1,74,527",No rating available,No review available,"13.3 Inch, Black, 1.29 KG",No discount available,No previous price available
Lenovo X390 Core i5 10th Gen - (8 GB/512 GB SSD/Windows...,"₹1,20,000",No rating available,No review available,"13.3 inch, Black",No discount available,No previous price available
Lenovo ThinkPad x390 Core i7 10th Gen - (8 GB/512 GB SS...,"₹1,29,990",No rating available,No review available,"13.3 inch, Black, 1.29 kg",15% off,"₹1,54,710"
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows...,"₹59,990",4.5,(112),"14 Inch, Natural Silver, 1.41 Kg, With MS Office",14% off,"₹69,999"
ASUS Ryzen 5 Quad Core - (4 GB/512 GB SSD/Windows 10 Ho...,"₹45,990",5,(3),"15.6 inch, Slate Grey, 1.80 Kg",16% off,"₹54,990"
ASUS Viviobook K Series Core i7 11th Gen - (8 GB/1 TB H...,"₹82,990",No rating available,No review available,"15.6 inch, Transparent Silver, With MS Office",15% off,"₹97,990"
Lenovo Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10/N...,"₹95,949",No rating available,No review available,"15.6 inch, Phantom Black",27% off,"₹1,31,490"
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB...,"₹1,41,990",4.2,(22),"15.6 inches, Moonlight White, 1.90 kg, With MS Office",25% off,"₹1,89,990"
HP 15s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 H...,"₹64,990",4.2,(325),"15.6 inch, Natural Silver, 1.75 kg, With MS Office",7% off,"₹69,918"
acer Aspire Core i5 11th Gen - (8 GB/1 TB HDD/128 GB SS...,"₹57,990",4.2,(14),"15.6 inch, Pure Silver, 1.7 kg, With MS Office",22% off,"₹74,999"
Lenovo Thinkpad P15s Gen 2 Mobile Workstation Core i7 1...,"₹1,54,990",No rating available,No review available,"15.6 inch, Black",5% off,"₹1,63,200"
Lenovo Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB...,"₹99,990",No rating available,No review available,"15.6 inch, Phantom Blue, Shadow Black, 2.4 kg, With MS Office",27% off,"₹1,38,490"
DELL XPS Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10)...,"₹1,78,490",No rating available,No review available,"13.4 inches, Platinum Silver, 1.27 kg, With MS Office",10% off,"₹1,98,483"
ASUS ASUS TUF Dash F15 (2021) Core i7 11th Gen - (16 GB...,"₹1,24,990",4.7,(15),"15.6 Inch, Moonlight White, 2 KG, With MS Office",23% off,"₹1,62,990"
Lenovo Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 H...,"₹47,990",No rating available,No review available,"15 inch, Black, 1.7 kg, With MS Office",33% off,"₹72,418"
Lenovo Thinkbook Core i5 11th Gen - (8 GB/512 GB SSD/Wi...,"₹67,990",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",40% off,"₹1,15,167"
DELL XPS Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/...,"₹1,30,490",No rating available,No review available,"13.3 inch, Silver, 1.2 kg, With MS Office",16% off,"₹1,55,720"
acer P2 Series Core i5 10th Gen - (8 GB/1 TB HDD/Window...,"₹49,190",4.1,(294),"14 inch, Black, 1.65 kg",17% off,"₹59,500"
Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB S...,"₹61,990",4.3,(20),"15.6 inch, Raven Black, 2.3 kg, With MS Office",30% off,"₹89,490"
Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/W...,"₹1,40,131",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",No discount available,No previous price available
Lenovo Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Win...,"₹70,990",No rating available,No review available,"15.6 inch, Graphite Grey, With MS Office",30% off,"₹1,02,090"
HP Envy Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10...,"₹1,13,000",3.3,(3),"15.6 inch, Natural Silver, 2.14 kg, With MS Office",18% off,"₹1,38,366"
Lenovo Thinkbook Convertible Core i5 11th Gen - (8 GB/5...,"₹85,990",No rating available,No review available,"14 inch, Mineral grey, 1.5 kg, With MS Office",43% off,"₹1,51,557"
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Wi...,"₹64,990",4.5,(55),"15.6 inch, Black, 2.35 Kg",22% off,"₹83,990"
ASUS Chromebook Celeron Dual Core - (4 GB/32 GB EMMC St...,"₹17,990",3.6,(512),"11.6 inch, Grey, 1 Kg",18% off,"₹21,990"
ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB ...,"₹56,990",4.5,(565),"14 inch, Cobalt Blue, 1.40 kg, With MS Office",22% off,"₹73,990"
ASUS Ryzen 5 Quad Core - (8 GB/1 TB HDD/Windows 10 Home...,"₹46,990",3.8,(17),"14 inch, Transparent Silver, With MS Office",11% off,"₹52,990"
acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SS...,"₹54,990",4.5,"(1,883)","15.6 inch, Black, 2.15 kg",38% off,"₹89,000"
HP Chromebook MT8183 - (4 GB/64 GB EMMC Storage/Chrome ...,"₹21,990",3.8,"(2,921)","11.6 inch, Snow White, 1.07 Kg",11% off,"₹24,845"
acer Aspire 5 Core i3 11th Gen - (8 GB/1 TB HDD/Windows...,"₹39,490",4.1,(147),"14 inch, Pure Silver, 1.55 kg",12% off,"₹45,000"
ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home...,"₹24,990",3.9,"(1,593)","15.6 inch, Transparent Silver, 1.90 kg",19% off,"₹30,990"
ASUS ROG Strix G15 (2021) Advantage Edition Ryzen 9 Oct...,"₹1,54,990",4.6,(113),"15.6 inch, Original Black, 2.50 kg, With MS Office",25% off,"₹2,07,990"
ASUS Zephyrus M16 (2021) Core i7 11th Gen - (16 GB/1 TB...,"₹1,94,990",No rating available,No review available,"16 inch, Off Black, 1.90 Kg kg, With MS Office",No discount available,No previous price available
ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/...,"₹86,990",No rating available,No review available,"14 inch, Star Black, 1.60 kg",No discount available,No previous price available
HP Chromebook MT8183 - (4 GB/64 GB EMMC Storage/Chrome ...,"₹21,990",3.8,"(2,921)","11.6 inch, Indigo Blue, 1.07 kg",11% off,"₹24,845"
Lenovo Thinkbook Core i3 11th Gen - (8 GB/512 GB SSD/Wi...,"₹47,990",4.6,(7),"15 inch, Mineral Grey, 1.7 kg",34% off,"₹72,850"
MICROSOFT Surface Laptop 3 Core i5 10th Gen - (8 GB/128...,"₹90,090",4.4,(52),"13.5 inch, Platinum, 1.27 kg",14% off,"₹1,04,999"
APPLE MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Ma...,"₹1,62,990",4.2,(106),"13.3 inch, Silver, 1.37 kg",9% off,"₹1,79,900"
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB...,"₹1,41,990",4.2,(22),"15.6 inches, Moonlight White, 1.90 kg, With MS Office",25% off,"₹1,89,990"
Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/...,"₹1,07,990",No rating available,No review available,"14 inch, Mineral Grey, 1.5 kg, With MS Office",1% off,"₹1,09,696"
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen...,"₹1,16,990",4.4,(51),"14 inch, Celestial Blue, 1.62 kg, With MS Office",17% off,"₹1,40,990"
Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB H...,"₹63,990",3.9,(36),"15.6 inch, Onyx Black, 2.2 kg, With MS Office",11% off,"₹72,071"
Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SS...,"₹48,490",4.1,(84),"15.6 inch, Silver, 1.77 kg, With MS Office",36% off,"₹76,090"
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows...,"₹59,990",4.5,(112),"14 Inch, Natural Silver, 1.41 Kg, With MS Office",14% off,"₹69,999"
Lenovo Core i3 11th Gen - (8 GB/1 TB HDD/512 GB SSD/Win...,"₹46,890",No rating available,No review available,"15.6 inch, Arctic Grey, With MS Office",24% off,"₹62,190"
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/Windows...,"₹46,900",4.1,(198),"15.6 inch, Softmint, 1.83 kg, With MS Office",4% off,"₹49,000"
ASUS ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/...,"₹1,32,790",No rating available,No review available,"14 inch, Star Black, 0.995 kg",23% off,"₹1,72,990"
Lenovo Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB...,"₹99,990",No rating available,No review available,"15.6 inch, Phantom Blue, Shadow Black, 2.4 kg, With MS Office",27% off,"₹1,38,490"
ASUS Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home)...,"₹38,990",No rating available,No review available,"14 inch, Slate Grey",15% off,"₹45,990"
DELL Inspiron 7000 Core i5 10th Gen - (8 GB/512 GB SSD/...,"₹70,990",4.3,(4),"14 inch, Silver, 1.45 kg, With MS Office",34% off,"₹1,07,786"
ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Wind...,"₹84,990",4.6,(8),"13.3 inch, Icicle Silver, 1.19 kg",3% off,"₹87,990"
Lenovo Thinkbook Core i5 11th Gen - (8 GB/512 GB SSD/Wi...,"₹67,990",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",40% off,"₹1,15,167"
ASUS ZenBook S Core i7 8th Gen - (16 GB/512 GB SSD/Wind...,"₹1,04,990",4.3,(30),"13.3 inch, Deep Dive Blue, 1.05 kg",14% off,"₹1,22,990"
ASUS ROG Strix SCAR 15 (2021) Ryzen 9 Octa Core 5900HX ...,"₹2,15,990",4.8,(4),"15.6 Inch, Black, 2.3 KG, With MS Office",16% off,"₹2,59,990"
Lenovo IdeaPad Slim 3i (2021) Core i3 11th Gen - (8 GB/...,"₹43,989",4.5,(138),"14 Inch, Arctic Grey, 1.41 KG, With MS Office",25% off,"₹58,889"
Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/W...,"₹1,40,131",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",No discount available,No previous price available
Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/...,"₹48,990",No rating available,No review available,"14.1 inch, Black, 1.4 KG",34% off,"₹74,990"
Lenovo E41 APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/DO...,"₹25,990",3.5,(34),"14 Inch, Black, 2.2 KG",7% off,"₹28,000"
ASUS Pro P5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows ...,"₹85,990",No rating available,No review available,"14 inch, Grey, 1.22 kg",3% off,"₹88,990"
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Wi...,"₹64,990",4.5,(55),"15.6 inch, Black, 2.35 Kg",22% off,"₹83,990"
acer Swift 5 Core i7 11th Gen Intel EVO - (16 GB/1 TB S...,"₹92,499",4.3,(27),"14 inch, Mist Green, 1.05 kg",26% off,"₹1,24,999"
Lenovo T14 Gen 2 Core i7 11th Gen - (16 GB/512 GB SSD/W...,"₹1,49,990",No rating available,No review available,"14 inch, Black",28% off,"₹2,10,850"
ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core 5900HS - (16...,"₹1,29,990",4.2,(19),"13.4 Inch, Off Black, 1.3 KG, With MS Office",26% off,"₹1,75,990"
acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SS...,"₹54,990",4.5,"(1,883)","15.6 inch, Black, 2.15 kg",38% off,"₹89,000"
ASUS Ryzen 5 Quad Core - (8 GB/1 TB HDD/Windows 10 Home...,"₹44,949",4.2,(59),"15.6 inch, Slate Grey, 1.80 Kg",11% off,"₹50,990"
DELL INSPIRON Core i3 11th Gen - (8 GB/256 GB SSD/Windo...,"₹47,498",No rating available,No review available,"15.6 inch, Silver, With MS Office",2% off,"₹48,500"
acer Swift 3 Core i5 8th Gen - (8 GB/256 GB SSD/Windows...,"₹45,990",3.7,(22),"13.3 inch, Sparkly Silver, 1.3 kg",29% off,"₹65,546"
ASUS ROG Strix G15 (2021) Advantage Edition Ryzen 9 Oct...,"₹1,54,990",4.6,(113),"15.6 inch, Original Black, 2.50 kg, With MS Office",25% off,"₹2,07,990"
Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB...,"₹69,990",No rating available,No review available,"15.6 inch, Shadow Black, 2.25 kg, With MS Office",25% off,"₹93,690"
Lenovo Ideapad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Wi...,"₹43,999",4.6,(16),"14 inch, Platinum Grey, 1.6 kg, With MS Office",10% off,"₹48,890"
ASUS Vivobook 15 Core i5 11th Gen - (8 GB/1 TB HDD/256 ...,"₹61,990",No rating available,No review available,"15.6 inch, Transparent Silver, With MS Office",21% off,"₹78,990"
